channel_id,handle,title,subs,n,median,mean,skew,hit_rate,min_views,max_views,repeatable,views_per_sub,operator,operator_evidence,verdict,verdict_reason,criteria_version,status,notes,source,first_seen,last_checked
UCe0m2yBfHIgkj4FJqDYwlTw,,Wildlife Explainers,2390,25,1725,12521,7.26,4.0,60,147582,False,0.72,unknown,,reject,"lottery-shaped: mean is 7.3x the median, above 3.0",2026-07-30.2,,,scan-rev2-channel-profiles.csv#animals,2026-07-30,2026-07-30
UClUHW4GfRf13yxPz5m5g6Rw,,Personal Finance Hub,4050,21,1678,4216,2.51,0.0,66,37824,False,0.41,unknown,,reject,"median 1,678 views is below 10,000 - too small to be a viable model",2026-07-30.2,,,C034-falsifier-profiles.csv#finance,2026-07-30,2026-07-30
UCB1UfsLZvgfk_zHnmzO0kBQ,,Learn English With Confidence,14800,50,1664,4255,2.56,0.0,381,26653,False,0.11,unknown,,reject,"median 1,664 views is below 10,000 - too small to be a viable model",2026-07-30.2,,,scan-rev2-channel-profiles.csv#language,2026-07-30,2026-07-30
UCsp5qFT7WU8FQUwlLSKotWw,,Personal Finance by Chandu,15700,6,1638,2282,1.39,0.0,889,4382,False,0.1,unknown,,reject,only 6 long-form videos; need 8 to judge,2026-07-30.2,,,C034-falsifier-profiles.csv#finance,2026-07-30,2026-07-30
UCAw0kwxmYE70AKocQD9MQgQ,,Mythology Explained Español,2000,41,1607,2295,1.43,0.0,388,8748,False,0.8,unknown,,reject,"median 1,607 views is below 10,000 - too small to be a viable model",2026-07-30.2,,,scan-rev2-channel-profiles.csv#mythology,2026-07-30,2026-07-30
UCGh6eX_ezPYrG2AAFm9oJAg,,5 Minutes Geography,989,16,1592,3205,2.01,0.0,46,11511,False,1.61,unknown,,reject,"median 1,592 views is below 10,000 - too small to be a viable model",2026-07-30.2,,,scan-rev2-channel-profiles.csv#geography,2026-07-30,2026-07-30
UCSmhwbKFMdOf_fwCx31lnDg,,Wildlife Rankings,2640,19,1587,14236,8.97,5.3,175,233269,False,0.6,unknown,,reject,"lottery-shaped: mean is 9.0x the median, above 3.0",2026-07-30.2,,,scan-rev2-channel-profiles.csv#animals,2026-07-30,2026-07-30
UCpAaVBsACXjESbGOYkynjXQ,,Sleepy Philosophy,18000,36,1449,16788,11.59,5.6,150,339978,False,0.08,unknown,,reject,"lottery-shaped: mean is 11.6x the median, above 3.0",2026-07-30.2,,,scan-rev2-channel-profiles.csv#philosophy,2026-07-30,2026-07-30
UCKk_IEA0wbkibod2u7NctCQ,,Software Engineer Meets AI,5470,50,1387,5494,3.96,0.0,68,59715,False,0.25,unknown,,reject,"lottery-shaped: mean is 4.0x the median, above 3.0",2026-07-30.2,,,C034-falsifier-profiles.csv#software,2026-07-30,2026-07-30
UCwZWEG25zAEPRgKpvwIjT3A,,New Stories Book English,697000,25,1342,1775,1.32,0.0,184,8416,False,0.0,unknown,,reject,"median 1,342 views is below 10,000 - too small to be a viable model",2026-07-30.2,,,scan-rev2-channel-profiles.csv#language,2026-07-30,2026-07-30
UCKK7d5tdhiUy3Zmloiua8oQ,,FINE ART EXPLAINED,994,18,1312,6408,4.88,0.0,140,57231,False,1.32,unknown,,reject,"lottery-shaped: mean is 4.9x the median, above 3.0",2026-07-30.2,,,C034-falsifier-profiles.csv#art_history2,2026-07-30,2026-07-30
UCZa1Ct__mUvYwSI-0-2bbgA,,Kaal Philosophy,6640,34,1278,13188,10.32,2.9,78,308351,False,0.19,unknown,,reject,"lottery-shaped: mean is 10.3x the median, above 3.0",2026-07-30.2,,,scan-rev2-channel-profiles.csv#philosophy,2026-07-30,2026-07-30
UCyF0e1sOAyObmStar_77LUQ,,Two Dudes Philosophy,3200,35,1260,4105,3.26,0.0,324,68040,False,0.39,unknown,,reject,"lottery-shaped: mean is 3.3x the median, above 3.0",2026-07-30.2,,,scan-rev2-channel-profiles.csv#philosophy,2026-07-30,2026-07-30
UCPQtKHB2zTv0BSNfBIwbq_g,,Decoding Biology Kannada ,1410,49,1128,1257,1.11,0.0,138,3586,False,0.8,unknown,,reject,"median 1,128 views is below 10,000 - too small to be a viable model",2026-07-30.2,,,scan-rev2-channel-profiles.csv#biology,2026-07-30,2026-07-30
UC727sR5ULVpTQRKB1InmLFA,,Learn English with Jack and Mia’s Family ,575,20,1106,1661,1.5,0.0,169,7767,False,1.92,unknown,,reject,"median 1,106 views is below 10,000 - too small to be a viable model",2026-07-30.2,,,scan-rev2-channel-profiles.csv#language,2026-07-30,2026-07-30
UCfHTVhEoQcc8-DqSvTVrxDg,,Art Explained | العربية,18300,8,1104,2447,2.22,0.0,170,7594,False,0.06,unknown,,reject,"median 1,104 views is below 10,000 - too small to be a viable model",2026-07-30.2,,,scan-rev2-channel-profiles.csv#art,2026-07-30,2026-07-30
UCZzQdpvLbJqxUOTvUwOma4Q,,Cook the Science,1260,12,1074,1752,1.63,0.0,410,4070,False,0.85,unknown,,reject,"median 1,074 views is below 10,000 - too small to be a viable model",2026-07-30.2,,,scan-rev2-channel-profiles.csv#food_science,2026-07-30,2026-07-30
UCDmJ0q0ggEZcOh5-3XUVYqQ,,Andy Explains Money,19300,50,1064,4885,4.59,2.0,72,122452,False,0.06,unknown,,reject,"lottery-shaped: mean is 4.6x the median, above 3.0",2026-07-30.2,,,scan-rev2-channel-profiles.csv#economics,2026-07-30,2026-07-30
UC0y2ykqi0xgKlL6NZTQO6Xg,,Finance In Sticks,19000,49,979,15258,15.58,4.1,68,470938,False,0.05,unknown,,reject,"lottery-shaped: mean is 15.6x the median, above 3.0",2026-07-30.2,,,C034-falsifier-profiles.csv#finance,2026-07-30,2026-07-30
UChLo1u_EQKQDUKxkW2G3UOg,,Psychology Wellness,5730,49,953,9721,10.2,0.0,79,92759,False,0.17,unknown,,reject,"lottery-shaped: mean is 10.2x the median, above 3.0",2026-07-30.2,,,scan-rev2-channel-profiles.csv#psychology,2026-07-30,2026-07-30
UC5NBerHf6xPrkKbaSe0Carg,,Aakash Animates,7170,50,953,1628,1.71,0.0,432,12399,False,0.13,unknown,,reject,"median 953 views is below 10,000 - too small to be a viable model",2026-07-30.2,,,scan-rev2-channel-profiles.csv#language,2026-07-30,2026-07-30
UC2sAny8hk9VtLrE4ylZbGjQ,,Sketchy Survival,40900,50,923,1609,1.74,0.0,229,15865,False,0.02,unknown,,reject,"median 923 views is below 10,000 - too small to be a viable model",2026-07-30.2,,,scan-rev2-channel-profiles.csv#survival,2026-07-30,2026-07-30
UCBFeGyW1RMD3SMPHlas7Ihw,,Masterclass Of Philosophy ,8540,29,890,18541,20.83,6.9,150,242642,False,0.1,unknown,,reject,"lottery-shaped: mean is 20.8x the median, above 3.0",2026-07-30.2,,,scan-rev2-channel-profiles.csv#philosophy,2026-07-30,2026-07-30
UCEdZp7GYGf_tFOGxtEWY_NA,,Biology Explained,1670,11,864,1792,2.07,0.0,213,8646,False,0.52,unknown,,reject,"median 864 views is below 10,000 - too small to be a viable model",2026-07-30.2,,,scan-rev2-channel-profiles.csv#biology,2026-07-30,2026-07-30
UCQa-A_r-q5aeE8AV59xRYdA,,cartoon education,4260,42,855,970,1.13,0.0,11,2995,False,0.2,unknown,,reject,"median 855 views is below 10,000 - too small to be a viable model",2026-07-30.2,,,scan-rev2-channel-profiles.csv#kids_learning,2026-07-30,2026-07-30
UCzHIoLdss_1M_Iw6OxRKKEg,,geography,3410,26,784,30934,39.43,11.5,0,327988,False,0.23,unknown,,reject,"lottery-shaped: mean is 39.4x the median, above 3.0",2026-07-30.2,,,scan-rev2-channel-profiles.csv#geography,2026-07-30,2026-07-30
UC2b7L2a2ATLVzuKfAHlg-Fw,,Primitive Mythology,590,20,742,3610,4.87,0.0,36,40303,False,1.26,unknown,,reject,"lottery-shaped: mean is 4.9x the median, above 3.0",2026-07-30.2,,,scan-rev2-channel-profiles.csv#mythology,2026-07-30,2026-07-30
UCX_lWqW9P7-p46DUri3tX9w,,Aviation Analysis,851,34,738,1236,1.67,0.0,171,5633,False,0.87,unknown,,reject,"median 738 views is below 10,000 - too small to be a viable model",2026-07-30.2,,,scan-rev2-channel-profiles.csv#aviation,2026-07-30,2026-07-30
UCUZ5sa4DGyK4K0B9XnByR4Q,,Technology Explained,861,17,723,1427,1.97,0.0,28,6195,False,0.84,unknown,,reject,"median 723 views is below 10,000 - too small to be a viable model",2026-07-30.2,,,C034-falsifier-profiles.csv#tech2,2026-07-30,2026-07-30
UCWldwrYbWFAeBRoLjyM56Jw,,Commercial Aviation Training,2180,50,720,907,1.26,0.0,145,3077,False,0.33,unknown,,reject,"median 720 views is below 10,000 - too small to be a viable model",2026-07-30.2,,,scan-rev2-channel-profiles.csv#aviation,2026-07-30,2026-07-30
UChwlTlzBGmcS7qply4SM3aw,,Chronicles & Chills,11900,16,617,1050,1.7,0.0,31,5089,False,0.05,unknown,,reject,"median 617 views is below 10,000 - too small to be a viable model",2026-07-30.2,,,C034-falsifier-profiles.csv#art_bio,2026-07-30,2026-07-30
UCKiLRmYQNPFvXLOWLA2r86Q,,JAZZY ENGLISH STORIES,2950,50,608,1777,2.92,0.0,20,20061,False,0.21,unknown,,reject,"median 608 views is below 10,000 - too small to be a viable model",2026-07-30.2,,,scan-rev2-channel-profiles.csv#language,2026-07-30,2026-07-30
UCX1CEiUmwtGyp9jb1kJ2bKA,,Psychology with Ben,13300,23,586,57612,98.31,8.7,190,1090816,False,0.04,unknown,,reject,"lottery-shaped: mean is 98.3x the median, above 3.0",2026-07-30.2,,,scan-rev2-channel-profiles.csv#psychology,2026-07-30,2026-07-30
UCb_Icg66MxJptyUBxPkjTgQ,,Architecture Knowledge Centre,636,10,580,741,1.28,0.0,369,1487,False,0.91,unknown,,reject,"median 580 views is below 10,000 - too small to be a viable model",2026-07-30.2,,,scan-rev2-channel-profiles.csv#architecture,2026-07-30,2026-07-30
UCrPj6DG-0dBqmrLl43A3A5w,,US Truecrime Forensics,583,11,557,3521,6.32,0.0,89,17307,False,0.96,unknown,,reject,"lottery-shaped: mean is 6.3x the median, above 3.0",2026-07-30.2,,,scan-rev2-channel-profiles.csv#crime,2026-07-30,2026-07-30
UC1rlP2lXvygmmL1WHwUSorg,,Cats Explain History,636,24,529,608,1.15,0.0,33,2663,False,0.83,unknown,,reject,"median 529 views is below 10,000 - too small to be a viable model",2026-07-30.2,,,scan-rev2-channel-profiles.csv#history,2026-07-30,2026-07-30
UCZafACCwrNWI1r4yDjIlnow,,The Space Explained,775,15,505,6495,12.86,0.0,74,49209,False,0.65,unknown,,reject,"lottery-shaped: mean is 12.9x the median, above 3.0",2026-07-30.2,,,scan-rev2-channel-profiles.csv#space,2026-07-30,2026-07-30
UC-JEEiUHe9QRRtGYVek1kAA,,Code Wrap,3910,17,493,7350,14.91,0.0,83,73078,False,0.13,unknown,,reject,"lottery-shaped: mean is 14.9x the median, above 3.0",2026-07-30.2,,,C034-falsifier-profiles.csv#software,2026-07-30,2026-07-30
UChm-MJUalg8kviSd7RV9QQw,,Global Economics Explained,5980,49,491,841,1.71,0.0,17,4250,False,0.08,unknown,,reject,"median 491 views is below 10,000 - too small to be a viable model",2026-07-30.2,,,C034-falsifier-profiles.csv#economics2,2026-07-30,2026-07-30
UC8O_h8rLqZXO5kiH1SC26oQ,,Philosophy simplified,6270,42,475,1877,3.95,0.0,108,26185,False,0.08,unknown,,reject,"lottery-shaped: mean is 4.0x the median, above 3.0",2026-07-30.2,,,scan-rev2-channel-profiles.csv#philosophy,2026-07-30,2026-07-30
UCUh5m4D_bSOqw7cJF8EQ8Dw,,Finance Simply Explained,18400,44,458,795,1.74,0.0,79,9001,False,0.02,unknown,,reject,"median 458 views is below 10,000 - too small to be a viable model",2026-07-30.2,,,scan-rev2-channel-profiles.csv#economics,2026-07-30,2026-07-30
UCwERgK4pAZyc09YL80-r3KQ,,Queer History Explained,2190,25,445,6587,14.8,0.0,64,72206,False,0.2,unknown,,reject,"lottery-shaped: mean is 14.8x the median, above 3.0",2026-07-30.2,,,scan-rev2-channel-profiles.csv#history,2026-07-30,2026-07-30
UC_TjLwoo-W59neuIY0b5z0A,,Philosophy In Hindi ,50400,50,429,5984,13.95,4.0,83,130754,False,0.01,unknown,,reject,"lottery-shaped: mean is 13.9x the median, above 3.0",2026-07-30.2,,,scan-rev2-channel-profiles.csv#philosophy,2026-07-30,2026-07-30
UCnsb0lHGbqbyVAOFtn10auA,,Simply Economics,1690,50,412,791,1.92,0.0,9,6912,False,0.24,unknown,,reject,"median 412 views is below 10,000 - too small to be a viable model",2026-07-30.2,,,C034-falsifier-profiles.csv#economics2,2026-07-30,2026-07-30
UC_jLqERqlULluiHG7KLjtSw,,Mathematics With Sam,2790,39,367,918,2.5,0.0,51,19260,False,0.13,unknown,,reject,"median 367 views is below 10,000 - too small to be a viable model",2026-07-30.2,,,scan-rev2-channel-profiles.csv#math,2026-07-30,2026-07-30
UCL6ipVBa8mVsKHBYXbyn0HQ,,Psychology Explained ,13000,29,364,26832,73.71,3.4,39,763553,False,0.03,unknown,,reject,"lottery-shaped: mean is 73.7x the median, above 3.0",2026-07-30.2,,,scan-rev2-channel-profiles.csv#psychology,2026-07-30,2026-07-30
UCTMJQHW5TKZp8HIV-IzwfEA,,Psychology Simply Decoded,15200,50,354,17388,49.12,2.0,13,743323,False,0.02,unknown,,reject,"lottery-shaped: mean is 49.1x the median, above 3.0",2026-07-30.2,,,scan-rev2-channel-profiles.csv#psychology,2026-07-30,2026-07-30
UCM1gEmQyz2RaQ4BvYg-gZWg,,the Psychology Guy,11900,50,352,2076,5.91,0.0,65,58912,False,0.03,unknown,,reject,"lottery-shaped: mean is 5.9x the median, above 3.0",2026-07-30.2,,,scan-rev2-channel-profiles.csv#psychology,2026-07-30,2026-07-30
UCibbF4gv0nIjWTf3s54u0wQ,,Software Engineering & AI,673,50,347,1221,3.52,0.0,46,6624,False,0.52,unknown,,reject,"lottery-shaped: mean is 3.5x the median, above 3.0",2026-07-30.2,,,C034-falsifier-profiles.csv#software,2026-07-30,2026-07-30
UC_WuuzwdyC82Z81wghc9l-g,,Art Frames of History,1320,6,338,400,1.18,0.0,93,909,False,0.26,unknown,,reject,only 6 long-form videos; need 8 to judge,2026-07-30.2,,,C034-falsifier-profiles.csv#art_history2,2026-07-30,2026-07-30
UCqySL8y1tfMP0dw4SMt_y2Q,,Universe Explained ,28900,28,336,425,1.26,0.0,145,2470,False,0.01,unknown,,reject,"median 336 views is below 10,000 - too small to be a viable model",2026-07-30.2,,,scan-rev2-channel-profiles.csv#space,2026-07-30,2026-07-30
UCdCPeOS_ars3sks6YrGTWjg,,Geography Facts,1790,28,307,2284,7.44,0.0,26,31605,False,0.17,unknown,,reject,"lottery-shaped: mean is 7.4x the median, above 3.0",2026-07-30.2,,,scan-rev2-channel-profiles.csv#geography,2026-07-30,2026-07-30
UChi_mNETEMNUkTVZtPDl3Bw,,Business Explained,3230,9,281,455,1.62,0.0,75,1750,False,0.09,unknown,,reject,"median 281 views is below 10,000 - too small to be a viable model",2026-07-30.2,,,C034-falsifier-profiles.csv#business,2026-07-30,2026-07-30
UCadQMnixagbb9u3-n3GZogQ,,English Moral Stories,1440,40,262,341,1.3,0.0,82,1174,False,0.18,unknown,,reject,"median 262 views is below 10,000 - too small to be a viable model",2026-07-30.2,,,scan-rev2-channel-profiles.csv#language,2026-07-30,2026-07-30
UCVE-OXkZPYuSXT86SlaF0Pw,,Lives in Time,601,21,251,1457,5.8,0.0,24,6788,False,0.42,unknown,,reject,"lottery-shaped: mean is 5.8x the median, above 3.0",2026-07-30.2,,,C034-falsifier-profiles.csv#art_bio,2026-07-30,2026-07-30
UCHUsr-38lxKtvgQZn2NGoOw,,Psychology explain mode,6590,50,244,541,2.21,0.0,20,3063,False,0.04,unknown,,reject,"median 244 views is below 10,000 - too small to be a viable model",2026-07-30.2,,,scan-rev2-channel-profiles.csv#psychology,2026-07-30,2026-07-30
UCtGTGyRvQegxnvebw9lmTkg,,Kiddoo English Learning,581,40,236,2883,12.22,0.0,22,25276,False,0.41,unknown,,reject,"lottery-shaped: mean is 12.2x the median, above 3.0",2026-07-30.2,,,scan-rev2-channel-profiles.csv#language,2026-07-30,2026-07-30
UClrcrOh8mo9ZigNW_EiEjqQ,,History Explained Better,1690,21,223,1002,4.49,0.0,1,7722,False,0.13,unknown,,reject,"lottery-shaped: mean is 4.5x the median, above 3.0",2026-07-30.2,,,scan-rev2-channel-profiles.csv#history,2026-07-30,2026-07-30
UC_v69VbzRvzimBLhLcGXkuQ,,5 Minutes Aviation,1740,22,222,517,2.32,0.0,9,3541,False,0.13,unknown,,reject,"median 222 views is below 10,000 - too small to be a viable model",2026-07-30.2,,,scan-rev2-channel-profiles.csv#aviation,2026-07-30,2026-07-30
UCxaIIG4oLfXjGRYyv-ZYFBg,,History Explained,1460,23,221,3001,13.58,0.0,88,56324,False,0.15,unknown,,reject,"lottery-shaped: mean is 13.6x the median, above 3.0",2026-07-30.2,,,scan-rev2-channel-profiles.csv#history,2026-07-30,2026-07-30
UCzMZdLC7fAO9L2tK_OMXxrw,,Physics Insights,512,27,221,530,2.4,0.0,65,5407,False,0.43,unknown,,reject,"median 221 views is below 10,000 - too small to be a viable model",2026-07-30.2,,,scan-rev2-channel-profiles.csv#physics,2026-07-30,2026-07-30
UCOQ9yWHYxOS_PtFM3Pd9uCQ,,Kids Cartoon Education,12900,22,220,387,1.76,0.0,12,3190,False,0.02,unknown,,reject,"median 220 views is below 10,000 - too small to be a viable model",2026-07-30.2,,,scan-rev2-channel-profiles.csv#kids_learning,2026-07-30,2026-07-30
UCFlZfYG73CSe-pBWEA0_Giw,,Biology with Prof. Masood ,2150,47,210,429,2.04,0.0,45,1952,False,0.1,unknown,,reject,"median 210 views is below 10,000 - too small to be a viable model",2026-07-30.2,,,scan-rev2-channel-profiles.csv#biology,2026-07-30,2026-07-30
UCteLiXs6P5fOUe_OqT1VO-w,,First Information True Crime,1030,8,210,6129,29.18,0.0,58,47632,False,0.2,unknown,,reject,"lottery-shaped: mean is 29.2x the median, above 3.0",2026-07-30.2,,,scan-rev2-channel-profiles.csv#crime,2026-07-30,2026-07-30
UCmgtqj-p_IY9NHvINTLaSng,,Pet And Wildlife Wonders,8160,12,208,1070,5.14,0.0,71,9461,False,0.03,unknown,,reject,"lottery-shaped: mean is 5.1x the median, above 3.0",2026-07-30.2,,,scan-rev2-channel-profiles.csv#animals,2026-07-30,2026-07-30
UCyCGRqCNcwOVYbL27lA82PA,,Personal Finance With Hawa,523,36,200,354,1.77,0.0,51,3108,False,0.38,unknown,,reject,"median 200 views is below 10,000 - too small to be a viable model",2026-07-30.2,,,C034-falsifier-profiles.csv#finance,2026-07-30,2026-07-30
UCqGXvpYkG1PbTXhzqvFFVaA,,Personal Finance & Coffee,3860,21,191,865,4.53,0.0,53,8914,False,0.05,unknown,,reject,"lottery-shaped: mean is 4.5x the median, above 3.0",2026-07-30.2,,,C034-falsifier-profiles.csv#finance,2026-07-30,2026-07-30
UCObSHXEw16npAvLTvX4-HLw,,Philosophy with Kanwal Sir,1030,22,190,244,1.29,0.0,61,762,False,0.18,unknown,,reject,"median 190 views is below 10,000 - too small to be a viable model",2026-07-30.2,,,scan-rev2-channel-profiles.csv#philosophy,2026-07-30,2026-07-30
UC3h7MXNX-lS3dTR70mAnpEw,,Aviation Factz,1960,25,185,477,2.58,0.0,25,2553,False,0.09,unknown,,reject,"median 185 views is below 10,000 - too small to be a viable model",2026-07-30.2,,,scan-rev2-channel-profiles.csv#aviation,2026-07-30,2026-07-30
UCMCIeVFsT8TIwLcyBc_Vv4w,,Aviation Minutes,1730,10,180,538,3.0,0.0,70,3801,False,0.1,unknown,,reject,"median 180 views is below 10,000 - too small to be a viable model",2026-07-30.2,,,scan-rev2-channel-profiles.csv#aviation,2026-07-30,2026-07-30
UCC05kqMzbQUqpAf_kqeOx0A,,Software Engineering,1210,49,171,216,1.27,0.0,47,769,False,0.14,unknown,,reject,"median 171 views is below 10,000 - too small to be a viable model",2026-07-30.2,,,C034-falsifier-profiles.csv#software,2026-07-30,2026-07-30
UCNJbEMAcPPizYyrfnVYA9MQ,,Psychology Decoded,5570,16,150,189,1.27,0.0,65,388,False,0.03,unknown,,reject,"median 150 views is below 10,000 - too small to be a viable model",2026-07-30.2,,,scan-rev2-channel-profiles.csv#psychology,2026-07-30,2026-07-30
UCQAke67ddxifaOiX-rwjiNw,,Mythology Matters,24000,34,131,1513,11.55,0.0,52,39512,False,0.01,unknown,,reject,"lottery-shaped: mean is 11.6x the median, above 3.0",2026-07-30.2,,,scan-rev2-channel-profiles.csv#mythology,2026-07-30,2026-07-30
UCqOCeFiWn9eB_V8WLxxm8hg,,World History Explained,785,8,112,151,1.35,0.0,33,397,False,0.14,unknown,,reject,"median 112 views is below 10,000 - too small to be a viable model",2026-07-30.2,,,scan-rev2-channel-profiles.csv#history,2026-07-30,2026-07-30
UCf8b3rQ3whg50AyebKUDMzg,,Architecture & Planning Exams Preparation ADDA,834,21,108,132,1.23,0.0,20,580,False,0.13,unknown,,reject,"median 108 views is below 10,000 - too small to be a viable model",2026-07-30.2,,,scan-rev2-channel-profiles.csv#architecture,2026-07-30,2026-07-30
UCdFCoHlgo0eepE50BiWA7DA,,Aviation Briefing,11600,8,106,526,4.98,0.0,44,3469,False,0.01,unknown,,reject,"lottery-shaped: mean is 5.0x the median, above 3.0",2026-07-30.2,,,scan-rev2-channel-profiles.csv#aviation,2026-07-30,2026-07-30
UChPErknCSh-qsp9aO5Dqh4w,,Check yourself. Physics.Mathematics,1150,36,102,1170,11.42,0.0,5,32774,False,0.09,unknown,,reject,"lottery-shaped: mean is 11.4x the median, above 3.0",2026-07-30.2,,,scan-rev2-channel-profiles.csv#math,2026-07-30,2026-07-30
UCM1FTOrcNeroqccveNmiKkg,,Deep Space Explained,641,21,96,238,2.48,0.0,9,1917,False,0.15,unknown,,reject,"median 96 views is below 10,000 - too small to be a viable model",2026-07-30.2,,,scan-rev2-channel-profiles.csv#space,2026-07-30,2026-07-30
UCuxBWHmGEdmGX1utApN19ug,,Paintings Explained ,1560,5,88,73,0.83,0.0,43,96,False,0.06,unknown,,reject,only 5 long-form videos; need 8 to judge,2026-07-30.2,,,C034-falsifier-profiles.csv#art_history2,2026-07-30,2026-07-30
UCUSxTCklIRJJhQGtKiDwJrQ,,Mathematics Analysis Class 10,2660,47,86,122,1.42,0.0,34,532,False,0.03,unknown,,reject,"median 86 views is below 10,000 - too small to be a viable model",2026-07-30.2,,,scan-rev2-channel-profiles.csv#math,2026-07-30,2026-07-30
UCn7WBZICOj7GnvC4xjTB-PQ,,Lumos Explained,6270,8,64,77,1.2,0.0,6,230,False,0.01,unknown,,reject,"median 64 views is below 10,000 - too small to be a viable model",2026-07-30.2,,,scan-rev2-channel-profiles.csv#ocean,2026-07-30,2026-07-30
UC0JxOjts4FNAwNG67Yatz8g,,Great Artists Explained by Anabel,1390,50,64,117,1.81,0.0,13,679,False,0.05,unknown,,reject,"median 64 views is below 10,000 - too small to be a viable model",2026-07-30.2,,,C034-falsifier-profiles.csv#art_history2,2026-07-30,2026-07-30
UCAy_pLMYlUqIAF233riJ9tQ,,Think Tech Explained,1050,12,53,206,3.88,0.0,15,1840,False,0.05,unknown,,reject,"lottery-shaped: mean is 3.9x the median, above 3.0",2026-07-30.2,,,scan-rev2-channel-profiles.csv#technology,2026-07-30,2026-07-30
UCbnWJmrhmAS3unAPHT3qAPw,,Crime & Justice Files,2590,50,49,68,1.39,0.0,8,411,False,0.02,unknown,,reject,"median 49 views is below 10,000 - too small to be a viable model",2026-07-30.2,,,scan-rev2-channel-profiles.csv#crime,2026-07-30,2026-07-30
UCD0vqYYrwvVRO38f-POIs_g,,Easy Aviation,2110,8,46,68,1.47,0.0,9,215,False,0.02,unknown,,reject,"median 46 views is below 10,000 - too small to be a viable model",2026-07-30.2,,,scan-rev2-channel-profiles.csv#aviation,2026-07-30,2026-07-30
UCovNustduOop9mSFB8stY7g,,Lectures Of Physics,3060,29,43,46,1.08,0.0,11,123,False,0.01,unknown,,reject,"median 43 views is below 10,000 - too small to be a viable model",2026-07-30.2,,,scan-rev2-channel-profiles.csv#physics,2026-07-30,2026-07-30
UC6sAJVtZT93ttwQqgIUv_Gw,,Business Communication - Explained in தமிழ்,570,27,37,422,11.42,0.0,12,7485,False,0.06,unknown,,reject,"lottery-shaped: mean is 11.4x the median, above 3.0",2026-07-30.2,,,C034-falsifier-profiles.csv#business,2026-07-30,2026-07-30
